Marca;Submarca;Modelo;Trans.;Comb.;Cilindros;Potencia (HP);Tamaño (L);Categoría
TOYOTA;RAV 4;2014;AUT;Gasolina;4;176;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X3;2016;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SPORTAGE;2017;AUT;Gasolina;4;181;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2011;AUT;Gasolina;4;161;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2012;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2012;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2012;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2012;AUT;Gasolina;4;161;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;FORESTER;2012;AUT;Gasolina;4;170;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;FORESTER;2012;AUT;Gasolina;4;170;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;FORESTER;2012;AUT;Gasolina;4;170;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2013;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2013;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2013;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2014;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2014;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2014;AUT;Gasolina;4;177;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
VOLVO;XC60;2016;AUT;Gasolina;4;306;2;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X3;2017;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;TRAX;2014;AUT;Gasolina;4;140;1,8;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;TRAX;2013;AUT;Gasolina;4;140;1,8;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;TRAX;2015;AUT;Gasolina;4;140;1,8;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X3;2016;AUT;Gasolina;4;184;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2015;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2016;TIPTRONIC;Gasolina;4;197;2;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-9;2017;AUT;Gasolina;4;250;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X3;2017;AUT;Gasolina;4;184;2;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2014;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2015;AUT;Gasolina;4;190;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2015;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2016;AUT;Gasolina;4;190;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2016;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-9;2016;AUT;Gasolina;4;250;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2011;AUT;Gasolina;4;165;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
GML;GF-70;2014;MAN;Gasolina;4;87;1,3;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2016;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2017;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2011;AUT;Gasolina;4;164;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2012;AUT;Gasolina;4;164;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2013;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2014;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2017;AUT;Gasolina;4;240;2;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-9;2017;AUT;Gasolina;4;250;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X4;2017;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
MITSUBISHI;OUTLANDER;2011;AUT;Gasolina;4;168;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MITSUBISHI;OUTLANDER;2012;CVT;Gasolina;4;168;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MITSUBISHI;OUTLANDER;2013;CVT;Gasolina;4;168;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2011;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2012;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2013;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X4;2016;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
BUICK;ENVISION;2017;AUT;Gasolina;4;252;2;CAMIONETAS DE USO MULTIPLE (SUV)
MITSUBISHI;OUTLANDER;2015;CVT;Gasolina;4;165;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TOUAREG;2017;TIPT;Gasolina;6;379;3;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2015;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2016;TIPTRONIC;Gasolina;4;197;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2017;TIPT;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;XT5;2017;AUT;Gasolina;6;310;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q3;2014;S TRONIC;Gasolina;4;170;2;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2015;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2017;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2018;AUT;Gasolina;4;245;2;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2011;MAN;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2012;MAN;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2013;MAN;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;OUTBACK;2015;CVT;Gasolina;6;256;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;OUTBACK;2016;CVT;Gasolina;6;256;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2017;TIPT;Gasolina;4;230;2;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2016;TIPT;Gasolina;4;230;2;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2016;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MERCEDES;V250;2018;AUT;Gasolina;4;150;2;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2013;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;PATRIOT;2015;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2015;TIPTRONIC;Gasolina;6;272;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2016;TIPTRONIC;Gasolina;6;272;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q7;2016;TIPT;Gasolina;4;252;2;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2017;TIPT;Gasolina;6;272;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q7;2017;TIPT;Gasolina;4;252;2;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2016;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2016;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2017;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;EQUINOX;2017;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q5;2013;TIPTRONIC;Gasolina;6;272;3;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TOUAREG;2013;TIPTRONIC;Gasolina;6;333;3;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2011;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
PORSCHE;CAYENNE;2013;TIP;Gasolina;6;380;3;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2011;AUT;Gasolina;4;175;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2011;AUT;Gasolina;4;175;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2011;AUT;Gasolina;4;175;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2011;AUT;Gasolina;4;175;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2011;AUT;Gasolina;4;175;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2014;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2015;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2016;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2016;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2015;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2017;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;PATHFINDER;2013;CVT;Gasolina;6;260;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKC;2017;AUT;Gasolina;4;240;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;ESCAPE;2011;AUT;Gasolina;6;240;3;CAMIONETAS DE USO MULTIPLE (SUV)
MERCURY;MARINER;2011;AUT;Gasolina;6;240;3;CAMIONETAS DE USO MULTIPLE (SUV)
MERCURY;MARINER;2011;AUT;Gasolina;6;240;3;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;ESCAPE;2012;AUT;Gasolina;6;240;3;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2014;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2014;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2014;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2014;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2015;AUT;Gasolina;4;190;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2015;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2016;AUT;Gasolina;4;190;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2016;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2017;TIPT;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2013;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA SPORT;2011;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2012;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;JOURNEY;2013;AUT;Gasolina;4;173;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2014;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;COMPASS;2016;AUT;Gasolina;4;172;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA SPORT;2011;AUT;Gasolina;4;169;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;FORESTER;2012;AUT;Gasolina;4;224;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
PORSCHE;CAYENNE;2016;TIPT;Gasolina;6;300;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
PORSCHE;CAYENNE;2017;TIPT;Gasolina;6;300;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2017;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
HYUNDAI;SANTA FE;2018;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2014;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2015;AUT;Gasolina;4;182;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2016;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2015;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2017;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2017;;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2011;AUT;Gasolina;4;166;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2012;AUT;Gasolina;4;166;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2013;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
SUZUKI;GRAND VITARA;2014;AUT;Gasolina;4;163;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2014;AUT;Gasolina;6;285;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2014;AUT;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2014;AUT;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2014;AUT;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2016;AUT;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2011;TIP;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2011;TIP;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2012;TIP;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2012;TIP;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2013;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2013;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2011;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2012;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2013;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2015;AUT;Gasolina;4;184;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2014;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
VW;TIGUAN;2014;TIPTRONIC;Gasolina;4;200;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;ESCAPE;2013;AUT;Gasolina;4;168;2,5;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKC;2017;AUT;Gasolina;4;275;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2016;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2017;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2018;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKC;2016;AUT;Gasolina;4;240;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2011;AUT;Gasolina;6;285;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2012;AUT;Gasolina;6;285;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2013;AUT;Gasolina;4;240;2;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2013;AUT;Gasolina;6;285;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKC;2016;AUT;Gasolina;4;275;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2016;CVT;Gasolina;4;185;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2016;CVT;Gasolina;4;185;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2016;CVT;Gasolina;4;185;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
HONDA;CR-V;2016;CVT;Gasolina;4;185;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q7;2017;TIPT;Gasolina;6;333;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;Q7;2016;TIPT;Gasolina;6;333;3;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;SRX;2011;AUT;Gasolina;6;265;3;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;SRX;2013;AUT;Gasolina;6;308;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2011;AUT;Gasolina;4;244;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2011;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2012;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2012;AUT;Gasolina;4;244;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2013;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
INFINITI;JX35;2013;CVT;Gasolina;6;265;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
INFINITI;JX35;2013;CVT;Gasolina;6;265;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2014;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;SQ5;2015;TIPTRONIC;Gasolina;6;354;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;SQ5;2016;TIPTRONIC;Gasolina;6;354;3;CAMIONETAS DE USO MULTIPLE (SUV)
AUDI;S Q5;2017;TIPT;Gasolina;6;354;3;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2011;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2012;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2013;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
NISSAN;MURANO;2014;CVT;Gasolina;6;235;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EXPLORER;2015;AUT;Gasolina;6;290;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
GMC;ACADIA;2017;AUT;Gasolina;6;310;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
GMC;ACADIA;2017;AUT;Gasolina;6;310;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X4;2017;AUT;Gasolina;6;306;3;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2016;AUT;Gasolina;6;280;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2017;AUT;Gasolina;6;280;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2018;AUT;Gasolina;6;280;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X4;2016;AUT;Gasolina;6;306;3;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EXPLORER;2011;AUT;Gasolina;6;290;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EXPLORER;2012;AUT;Gasolina;6;290;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-9;2012;AUT;Gasolina;6;273;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
SUBARU;OUTBACK;2012;CVT;Gasolina;6;256;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EXPLORER;2013;AUT;Gasolina;6;290;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX9;2014;AUT;Gasolina;6;273;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX9;2015;AUT;Gasolina;6;273;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EXPLORER;2016;AUT;Gasolina;6;290;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;CHEROKEE;2016;AUT;Gasolina;6;271;3,2;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2013;AUT;Gasolina;6;264;3;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;XT5;2017;AUT;Gasolina;6;310;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2011;AUT;Gasolina;4;244;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
MAZDA;CX-7;2012;AUT;Gasolina;4;244;2,3;CAMIONETAS DE USO MULTIPLE (SUV)
BMW;X6;2017;AUT;Gasolina;8;575;4,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;DURANGO;2016;AUT;Gasolina;6;290;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
JEEP;GRAND CHEROKEE;2016;AUT;Gasolina;6;290;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
MERCEDES;ML350;2012;AUT;Gasolina;6;302;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MERCEDES;ML350;2013;AUT;Gasolina;6;302;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2016;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2017;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
KIA;SORENTO;2018;AUT;Gasolina;6;290;3,3;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;SRX;2011;AUT;Gasolina;6;265;3;CAMIONETAS DE USO MULTIPLE (SUV)
CADILLAC;SRX;2013;AUT;Gasolina;6;308;3,6;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA SPORT;2011;AUT;Gasolina;6;264;3;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKX;2011;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKX;2012;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKX;2013;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKX;2013;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
LINCOLN;MKX;2016;AUT;Gasolina;6;305;3,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2016;AUT;Gasolina;6;315;2,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2017;AUT;Gasolina;6;315;2,7;CAMIONETAS DE USO MULTIPLE (SUV)
FORD;EDGE;2018;AUT;Gasolina;6;315;2,7;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;H100;2014;MAN;Gasolina;4;174;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
MERCEDES;ML350;2014;AUT;Gasolina;6;302;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;H100;2012;MAN;Gasolina;4;128;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
DODGE;H100;2013;MAN;Gasolina;4;128;2,4;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2014;AUT;Gasolina;6;264;3;CAMIONETAS DE USO MULTIPLE (SUV)
CHEVROLET;CAPTIVA;2015;AUT;Gasolina;6;264;3;CAMIONETAS DE USO MULTIPLE (SUV)
TOYOTA;RAV4;2011;AUT;Gasolina;6;269;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
TOYOTA;RAV4;2011;AUT;Gasolina;6;269;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
TOYOTA;RAV4;2012;AUT;Gasolina;6;269;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
TOYOTA;RAV4;2012;AUT;Gasolina;6;269;3,5;CAMIONETAS DE USO MULTIPLE (SUV)
MITSUBISHI;ENDEAVOR;2011;AUT;Gasolina;6;215;3,8;CAMIONETAS DE USO MULTIPLE (SUV)
